prop1;prop2;prop3;allprop
1.7918395;83.05352;-0.2509982;[ 2.1295345  85.67686    -0.23066536]
2.17127;76.220276;-0.24726668;[ 2.22068   78.50563   -0.2335756]
2.1246965;76.63523;-0.24466178;[ 2.2520156  78.79523    -0.23323289]
1.9926783;79.61861;-0.2504367;[ 2.200493   81.324135   -0.23269849]
2.1380384;76.6259;-0.22808526;[ 2.3358288  78.455605   -0.23413503]
1.5989655;86.12292;-0.24340607;[ 2.1667852  88.52975    -0.22972754]
0.7445487;86.79947;-0.24103479;[ 2.151605   89.09197    -0.22927526]
1.6458789;79.69466;-0.24179043;[ 2.3010194  81.6814     -0.23238084]
1.7803799;79.60232;-0.2473032;[ 2.2117558  81.5503     -0.23260777]
2.2055624;76.627335;-0.2310784;[ 2.3682501  78.29084    -0.23421723]
1.6151581;79.9884;-0.24116789;[ 2.2418368  81.85875    -0.23225003]
2.1044035;77.02218;-0.2311281;[ 2.3992355  78.60879    -0.23384634]
2.3205047;69.79409;-0.23347458;[ 2.4610937 71.13348   -0.2370876]
2.0044396;79.511246;-0.25072446;[ 2.3680544 81.0936    -0.2324138]
0.9138585;86.74502;-0.24416544;[ 2.320624   88.98538    -0.22888722]
1.5147525;86.3363;-0.25369835;[ 2.2733586  88.43683    -0.22938351]
1.3149714;86.36603;-0.25196338;[ 2.290904   88.601105   -0.22928855]
3.9366832;81.02513;-0.27591106;[ 2.4520123  83.05143    -0.23223546]
2.8105793;74.12264;-0.2467436;[ 2.3761153 75.57084   -0.2352052]
3.5351906;71.74099;-0.24445432;[ 2.536326   72.72106    -0.23664242]
3.7722733;85.34188;-0.24096258;[ 2.3474612  87.538055   -0.23044503]
4.0626736;80.96812;-0.26736665;[ 2.34156   82.90296   -0.2321146]
2.8118925;80.947586;-0.24457666;[ 2.2820241  82.927315   -0.23215513]
3.6740599;78.541435;-0.24227165;[ 2.4424803  80.07918    -0.23357528]
2.7497027;80.97468;-0.24411927;[ 2.2946393  83.087364   -0.23207398]
2.737039;74.141594;-0.24622475;[ 2.3841658  75.878395   -0.23504096]
2.7777128;74.55286;-0.24434067;[ 2.4163015 76.18899   -0.2346898]
2.743865;67.3085;-0.24872017;[ 2.4757736 68.7133    -0.2379392]
3.9425437;74.087814;-0.24717887;[ 2.936235   74.35821    -0.23674493]
3.7232542;74.63254;-0.25402588;[ 2.9091964  75.153435   -0.23607805]
4.3641267;69.68254;-0.263357;[ 2.9364347  69.68993    -0.23836657]
2.570416;84.61705;-0.24587356;[ 2.4157908 86.711296  -0.2304456]
3.6032019;77.025024;-0.28051573;[ 2.7285388  78.68444    -0.23419833]
2.7098184;77.6068;-0.24756107;[ 2.5506387  79.11602    -0.23334953]
2.3459466;71.95663;-0.2493913;[ 2.541597   73.19619    -0.23642167]
2.8710895;69.555855;-0.24943392;[ 2.6958346  70.38343    -0.23785466]
3.0243745;70.109985;-0.2569893;[ 2.6542478 71.4774    -0.2370818]
3.1541243;65.23122;-0.26452717;[ 2.681255   66.045425   -0.23934616]
2.461749;78.775734;-0.24673444;[ 2.447223   80.62726    -0.23330301]
0.9085566;86.00545;-0.24056461;[ 2.2538967  87.579796   -0.22957897]
2.4078796;79.239;-0.2333308;[ 2.7087097  81.15502    -0.23269169]
0.9973186;82.56337;-0.24325272;[ 2.5262172 83.420265  -0.231077 ]
2.4644113;77.0812;-0.2414792;[ 2.5320377  77.693794   -0.23399416]
2.6645374;74.14154;-0.23292245;[ 2.7626605  75.45313    -0.23547782]
1.1294096;82.27291;-0.23761106;[ 2.354549   83.55542    -0.23152724]
2.1366146;72.187416;-0.22745168;[ 2.704772   73.48025    -0.23637444]
2.4947333;72.1279;-0.23155843;[ 2.7104666  73.35429    -0.23648892]
1.0526056;84.873856;-0.23925196;[ 2.2009985 88.72723   -0.2305673]
2.8000734;73.55507;-0.23365493;[ 2.7696195  75.10546    -0.23587854]
3.1244469;74.17015;-0.23896687;[ 2.760404   73.907646   -0.23611234]
2.2953887;73.91376;-0.22972177;[ 2.8149774  75.08588    -0.23580614]
4.5971394;66.66093;-0.2393303;[ 2.9011114  67.89383    -0.23882334]
1.6576159;92.9912;-0.24236204;[  2.9878213 187.1023     -0.1927134]
27.111147;75.443924;-0.22981131;[ 2.8080487  73.18488    -0.23569539]
3.8843513;79.34975;-0.24528947;[ 2.3634183  77.97106    -0.23727743]
3.7996378;79.0733;-0.24456927;[ 2.349775  75.23055   -0.2383642]
5.078911;71.99952;-0.24968617;[ 2.403339   69.2212     -0.24041773]
1.9647596;82.324196;-0.24561056;[ 2.0513918  87.08224    -0.23142374]
0.53503907;92.62397;-0.24328957;[ 1.864306   94.33282    -0.22882327]
1.9341398;78.618935;-0.24491382;[ 2.2022493  82.96293    -0.23336828]
1.5886986;83.630066;-0.23122449;[ 2.2091057  87.44839    -0.23148367]
1.7071936;79.480865;-0.24359459;[ 2.2233708  83.37061    -0.23301211]
2.0877976;71.929665;-0.24732503;[ 2.2938402  75.705246   -0.23641141]
0.7231592;92.13457;-0.24487236;[ 1.9962991  87.49915    -0.23362905]
2.0297189;78.46818;-0.24888974;[ 2.20206    76.465096   -0.23787813]
3.9503248;73.16293;-0.26725626;[ 2.366707   71.6357     -0.23846878]
2.5793672;80.06965;-0.24745314;[ 2.1246903  79.64695    -0.23498254]
2.6901784;73.11211;-0.24953318;[ 2.2605135  75.40189    -0.23668416]
3.3973246;81.11516;-0.24638437;[ 2.1271408  77.823395   -0.23588964]
3.3825607;74.2794;-0.25228605;[ 2.2374847  72.24382    -0.23826888]
2.4664683;73.59828;-0.23513876;[ 2.7549012  75.192726   -0.23551288]
1.8167448;76.53407;-0.2358046;[ 2.6596985 77.73147   -0.2348672]
2.200949;78.73862;-0.2271593;[ 2.8015537  80.079735   -0.23376022]
2.657939;66.897224;-0.23805895;[ 2.84079    68.11338    -0.23838988]
2.5280461;73.55988;-0.2443028;[ 2.4107082  75.01729    -0.23547772]
2.9368687;73.48587;-0.24260776;[ 2.4201932  74.90703    -0.23553182]
2.40555;80.26121;-0.24216653;[ 2.3253021  82.08753    -0.23260757]
3.0819798;78.63013;-0.23536369;[ 2.4846823  80.23727    -0.23366964]
2.7284427;85.31941;-0.23303063;[ 2.3669162 87.141975  -0.2307502]
3.4636621;78.405716;-0.23574093;[ 2.4748135  80.11801    -0.23367009]
2.6840816;74.07179;-0.24372354;[ 2.4636402  75.4038     -0.23518026]
2.5198247;83.53034;-0.23612748;[ 2.3180625  85.23221    -0.23149021]
2.4729388;76.69116;-0.2401879;[ 2.4175608  78.15815    -0.23451866]
2.1450734;69.61677;-0.2447345;[ 2.562845   70.77183    -0.23763616]
2.9644747;81.731865;-0.23174378;[ 2.4591203  83.222725   -0.23266503]
3.0593672;74.689674;-0.23443452;[ 2.6061764  75.87999    -0.23575026]
2.129891;70.33185;-0.24303448;[ 2.5964196  71.12759    -0.23727545]
2.9009364;74.66413;-0.23855823;[ 2.590801   76.09405    -0.23553364]
4.185158;71.41607;-0.26110968;[ 2.7396219 72.225975  -0.2371221]
2.2415376;76.57634;-0.24741922;[ 2.5863428  78.05099    -0.23409921]
3.8843694;71.28522;-0.26468575;[ 2.7496076  72.42077    -0.23710403]
2.4258332;69.69957;-0.2616253;[ 2.7029233  70.18342    -0.23791271]
3.7145448;80.59094;-0.24086194;[ 2.6081042  82.67789    -0.23252673]
3.1413658;79.9427;-0.23920844;[ 2.6319509  81.53225    -0.23315243]
2.6911674;71.28115;-0.24744828;[ 2.5885074  72.50167    -0.23694724]
3.3727772;73.09201;-0.24455516;[ 2.7338197  74.41497    -0.23618498]
3.7115908;74.4646;-0.24288319;[ 2.7489007 75.8042    -0.2352324]
3.135153;73.84791;-0.24149121;[ 2.7670114 74.777054  -0.2358169]
2.4531755;62.963783;-0.26882696;[ 2.7965784  63.29472    -0.24073562]
3.771389;77.39253;-0.27595973;[ 2.6762762  79.00007    -0.23385164]
1.0638525;83.64165;-0.24709637;[ 2.5234766  85.133026   -0.23056105]
3.851071;78.05944;-0.2654261;[ 2.7179615 79.22799   -0.2335312]
3.8951616;74.86388;-0.25264424;[ 2.845845   75.48664    -0.23559596]
3.723342;70.6881;-0.27511176;[ 2.768851  71.84853   -0.2367099]
1.9918344;79.78756;-0.2489689;[ 2.3510072  81.56068    -0.23218991]
1.4928986;86.69678;-0.25081456;[ 2.2468424  88.761696   -0.22919026]
1.9270076;79.70794;-0.24811395;[ 2.379897 81.420944 -0.231986]
3.7935486;74.18759;-0.27541664;[ 2.5446575  75.60371    -0.23511568]
3.7238204;67.266914;-0.2725937;[ 2.64033  68.63657  -0.237991]
3.8693542;87.795105;-0.28038383;[ 2.324758  90.22546   -0.2292232]
3.820796;80.86593;-0.27710843;[ 2.4340196  82.803894   -0.23241097]
3.6904027;78.780205;-0.25059688;[ 2.6561935 79.90421   -0.2335853]
1.526559;80.05496;-0.24513108;[ 2.431168   81.65066    -0.23180495]
3.7331185;74.52557;-0.263763;[ 2.5941818  75.85328    -0.23493259]
2.6516747;80.93785;-0.24488482;[ 2.274348   82.764694   -0.23206037]
2.353528;74.06355;-0.24951066;[ 2.3787777  75.73874    -0.23496795]
2.4909842;81.32979;-0.24377593;[ 2.32635    82.95374    -0.23189071]
1.9001061;83.096664;-0.25411272;[ 2.1222274  85.4143     -0.23073001]
1.5152311;83.469376;-0.2435225;[ 2.1702898  85.675      -0.23055907]
1.4215147;89.8591;-0.25980625;[ 2.017362   92.38361    -0.22786096]
1.2907729;89.83528;-0.25900134;[ 2.031709   92.63       -0.22775343]
1.8719133;83.01361;-0.25348228;[ 2.1209319  85.440445   -0.23069984]
2.0374696;82.91663;-0.25411078;[ 2.1184878  85.14004    -0.23095472]
1.6448052;83.36526;-0.24306864;[ 2.1595247  85.80982    -0.23046145]
2.0948117;76.64683;-0.24443203;[ 2.2485273  78.72858    -0.23331183]
1.090102;83.95617;-0.24128748;[ 2.2034223 85.99551   -0.2301873]
2.4109392;74.9225;-0.24625033;[ 2.198996   79.55652    -0.23439635]
0.8483681;89.277565;-0.24088188;[ 2.0014536  93.979454   -0.22845982]
1.7414786;82.32086;-0.24205069;[ 2.1528602  86.8538     -0.23126438]
3.5518804;70.86796;-0.24181175;[ 2.5974922  71.69683    -0.23720929]
2.797574;80.487976;-0.2409642;[ 2.31894    82.234535   -0.23238195]
3.2042425;77.567856;-0.24328007;[ 2.50828    78.823326   -0.23437506]
3.797627;85.26436;-0.23405816;[ 2.3727133  87.44106    -0.23048075]
6.4502416;77.176926;-0.23671009;[ 2.4996989  78.85215    -0.23419568]
3.3181882;70.70088;-0.24413571;[ 2.6004796  71.76342    -0.23740645]
5.724041;78.02845;-0.22746953;[ 2.458895   79.935844   -0.23360449]
4.8886976;71.01503;-0.23947537;[ 2.6403012  71.832466   -0.23705103]
3.275672;71.36073;-0.24167085;[ 2.646183   71.92747    -0.23714611]
1.9479109;82.86943;-0.25456333;[ 2.1134744  85.31405    -0.23078366]
2.2431114;75.955734;-0.25027552;[ 2.2103555  78.24729    -0.23377223]
2.0164526;82.91228;-0.2555108;[ 2.1195233  85.28721    -0.23080671]
1.4055485;89.63315;-0.26044118;[ 2.0285587  92.5412     -0.22778247]
2.0976732;82.75244;-0.2548874;[ 2.1282759  85.35731    -0.23085354]
1.9731675;82.65923;-0.25400156;[ 2.1187038  85.29227    -0.23100777]
1.8941658;79.36908;-0.25167426;[ 2.2002995  81.36439    -0.23275363]
1.7273666;83.21626;-0.22529489;[ 2.2467463  85.58922    -0.23120531]
0.2328943;92.94176;-0.26207584;[ 2.0111723  95.66823    -0.22679515]
1.5566299;85.80356;-0.24266285;[ 2.1647253  88.21148    -0.22990827]
1.8493851;78.90367;-0.24384686;[ 2.2580078  81.1058     -0.23300187]
1.9181571;79.13396;-0.25088388;[ 2.2046344 81.36013   -0.2329638]
2.357246;76.17359;-0.23196836;[ 2.3613865  78.13615    -0.23454775]
1.6303873;79.54945;-0.24072915;[ 2.3076143  81.234505   -0.23270714]
1.4687276;86.039825;-0.25416902;[ 2.2721653  88.31235    -0.22943643]
4.0002384;87.48232;-0.2807297;[ 2.342792   90.02974    -0.22933486]
3.9645488;73.7312;-0.27436852;[ 2.541181   75.70077    -0.23548028]
0.8775097;86.515305;-0.24457917;[ 2.3253865  88.57879    -0.22921257]
3.921206;74.38603;-0.26323348;[ 2.5869203  75.88237    -0.23520333]
3.9943953;67.027695;-0.27239203;[ 2.6320512  68.65491    -0.23825774]
4.094959;74.260895;-0.26598385;[ 2.4325502  75.3984     -0.23529539]
2.6743548;78.73143;-0.22715655;[ 2.4259102  80.37124    -0.23338333]
2.629943;80.56339;-0.2447;[ 2.2874436  82.7808     -0.23233242]
3.6726599;78.28595;-0.24054489;[ 2.457005   79.912735   -0.23373711]
2.8351214;81.20003;-0.24267474;[ 2.331323   82.99842    -0.23202257]
2.794345;66.99653;-0.24933815;[ 2.4706767  68.67864    -0.23813319]
2.64622;84.08044;-0.24692759;[ 2.4343295  86.2559     -0.23040733]
2.5760064;77.22615;-0.2491675;[ 2.5407436  78.98557    -0.23351409]
3.5296817;71.68739;-0.26636344;[ 2.7057223  73.28054    -0.23652886]
2.5904393;77.89363;-0.24706167;[ 2.5825078  79.19341    -0.23323035]
3.454254;64.98377;-0.26918417;[ 2.7948914  66.168724   -0.23939931]
2.7829244;71.69006;-0.24983223;[ 2.539339   73.109184   -0.23632552]
4.0202317;80.99541;-0.24028781;[ 2.5661447  82.63969    -0.23248298]
2.8187003;71.55565;-0.24939516;[ 2.5461235  73.214455   -0.23638585]
3.9912086;74.11806;-0.27641636;[ 2.5298407  75.57279    -0.23527192]
1.479696;86.38533;-0.25429076;[ 2.270426   88.537636   -0.22924978]
2.0021212;79.51884;-0.25064084;[ 2.3729937  81.45369    -0.23217575]
3.6625872;85.475494;-0.23573394;[ 2.4923458 87.718254  -0.2303934]
0.5252899;93.10621;-0.2586364;[ 2.1776304  95.83178    -0.22620289]
3.9546556;80.83893;-0.27871352;[ 2.4378328  82.85023    -0.23223774]
1.5061302;86.224266;-0.25359225;[ 2.2835484  88.57154    -0.22930272]
3.6556952;78.52495;-0.24292342;[ 2.6076374  80.31277    -0.23347643]
1.6975703;79.74069;-0.24661943;[ 2.4349859  81.585625   -0.23196612]
3.7906942;83.17282;-0.22700876;[ 2.6721454  84.25837    -0.23222123]
2.1111112;73.041336;-0.24898088;[ 2.523775   74.501015   -0.23481847]
3.6657424;74.43195;-0.26634088;[ 2.5819237  75.79865    -0.23500493]
4.00792;71.407745;-0.25108114;[ 2.7173529  72.05416    -0.23709314]
2.548511;81.25801;-0.24116534;[ 2.3349035  83.038925   -0.23188683]
2.664662;73.92329;-0.24548166;[ 2.380378  75.715164  -0.2350609]
2.5445197;74.25102;-0.24635516;[ 2.42476    76.00102    -0.23493768]
1.9743516;83.09703;-0.25635442;[ 2.1167517  85.289085   -0.23079114]
1.5899559;83.36148;-0.24381469;[ 2.1658785  85.51699    -0.23060864]
0.75362384;90.338234;-0.24404809;[ 2.0768266 92.77645   -0.2276018]
2.2913275;76.254;-0.25125536;[ 2.214434   78.23185    -0.23374757]
2.1483226;76.51392;-0.24486193;[ 2.2595217  78.48426    -0.23359449]
2.1879914;76.84357;-0.24341357;[ 2.257178   78.38224    -0.23353812]
2.441482;69.50643;-0.24944115;[ 2.3036578 71.108116  -0.2366447]
2.048942;79.70932;-0.24758404;[ 2.1927457  81.514084   -0.23255163]
1.813184;84.03412;-0.22423922;[ 2.2419858  86.14458    -0.23079929]
1.8435932;79.30885;-0.24264598;[ 2.2593658 81.319016  -0.232557 ]
1.8200364;79.68809;-0.24418278;[ 2.2013104  81.461205   -0.23253322]
2.0593736;72.397675;-0.24506561;[ 2.3524573  74.38744    -0.23543069]
0.27798212;93.373886;-0.25784126;[ 1.9996562  96.01089    -0.22643669]
1.0547357;90.77229;-0.2228021;[ 2.1501777  93.39756    -0.22779128]
1.4897156;86.04746;-0.24203624;[ 2.169323   88.53191    -0.22957654]
1.7579685;83.84017;-0.22393265;[ 2.2521353  86.099106   -0.23093398]
2.0237255;83.403694;-0.23250829;[ 2.254389   85.58137    -0.23104768]
2.1691816;72.60034;-0.24115373;[ 2.3009415  74.49312    -0.23563524]
1.2075748;84.42064;-0.22302176;[ 2.2946703  86.31898    -0.23064616]
1.8840575;79.754196;-0.25020155;[ 2.1989114 81.629845  -0.2326482]
2.0622566;72.66344;-0.2436567;[ 2.3445506  74.423      -0.23554367]
1.729064;86.22746;-0.24522609;[ 2.1638894 88.237076  -0.2298246]
1.2394352;86.515366;-0.25213104;[ 2.1141078  88.74199    -0.22972636]
2.118829;72.87227;-0.24458812;[ 2.2995825  74.570366   -0.23557574]
2.1084442;65.81268;-0.24625933;[ 2.4495215  67.0836     -0.23853388]
2.0361586;72.69755;-0.24457687;[ 2.3477325  74.22942    -0.23547326]
0.23725486;93.58202;-0.25901914;[ 1.9975507  96.423874   -0.22641268]
1.421165;86.75263;-0.25399166;[ 2.0942323  89.016335   -0.22948797]
1.8891381;79.43616;-0.24272498;[ 2.2577095  81.42958    -0.23250473]
1.4116273;86.63774;-0.25337836;[ 2.100397   89.14252    -0.22953579]
2.0153887;79.79315;-0.24775296;[ 2.1940749  81.83521    -0.23253617]
2.1615353;76.8608;-0.23560496;[ 2.3596084  78.40945    -0.23413566]
0.79701704;87.173874;-0.24004649;[ 2.1422446  89.3451     -0.22926646]
1.8988588;79.919304;-0.24838425;[ 2.1922057  82.02922    -0.23238987]
1.6999425;79.87552;-0.24169114;[ 2.3063626  81.664215   -0.23237255]
1.6983372;80.33455;-0.23947498;[ 2.2374444 81.99046   -0.2322991]
1.9396429;73.05235;-0.2434978;[ 2.3973203  74.51077    -0.23527057]
1.6993766;80.281235;-0.23983191;[ 2.2383335  81.99015    -0.23215075]
2.1761723;73.07473;-0.2451832;[ 2.2861867 74.73376   -0.2353762]
3.8939018;77.969826;-0.27239564;[ 2.4879274 79.9765    -0.2337092]
3.6444275;75.08652;-0.25300252;[ 2.6671596  76.39164    -0.23516415]
3.906063;84.70508;-0.2754159;[ 2.39365    87.283195   -0.23066801]
1.4350321;87.51171;-0.23385921;[ 2.4058075  89.52026    -0.22908536]
3.6401618;81.82491;-0.25105092;[ 2.5745137  83.65145    -0.23215836]
3.7821677;78.986435;-0.24084146;[ 2.7581506  80.14628    -0.23399024]
1.9753574;80.55871;-0.23683797;[ 2.511638   82.180275   -0.23222587]
3.692391;74.89573;-0.2533924;[ 2.679309   76.327      -0.23528887]
3.5266712;70.4483;-0.2672619;[ 2.677418  72.08751   -0.2367474]
3.8420515;79.756775;-0.23551778;[ 2.735468   81.15139    -0.23330304]
3.778768;75.312775;-0.24071437;[ 2.7420034  76.70115    -0.23485011]
3.5371382;67.860954;-0.25212348;[ 2.858232   68.41103    -0.23855586]
2.027284;69.32385;-0.24922472;[ 2.607813   70.74157    -0.23653504]
2.340012;70.479294;-0.24832006;[ 2.5121865  71.81899    -0.23670654]
2.8058548;84.57922;-0.24239723;[ 2.2601771  86.73868    -0.23060602]
2.4667382;77.2179;-0.24563903;[ 2.4218142  79.03541    -0.23372376]
2.8234344;77.63844;-0.24224028;[ 2.361898   79.472824   -0.23372075]
2.668913;78.209335;-0.24013126;[ 2.4048939  79.652855   -0.23346299]
2.499578;68.0204;-0.2434242;[ 2.6124005  69.036095   -0.23812209]
2.4695435;63.64536;-0.25175703;[ 2.606791  64.88732   -0.2395722]
1.3049247;83.32497;-0.25073874;[ 2.1698854 85.102684  -0.2313226]
1.3743248;83.10992;-0.24943839;[ 2.179751   85.103615   -0.23140594]
1.8929524;79.70949;-0.22651339;[ 2.333262   81.97869    -0.23305883]
1.6694667;80.30391;-0.22587742;[ 2.3750682 82.186165  -0.2327854]
2.0228705;72.99106;-0.22887038;[ 2.4249792  74.863655   -0.23591594]
1.8780403;75.99184;-0.23876965;[ 2.3359382  77.50434    -0.23438492]
1.3705528;83.19294;-0.2468552;[ 2.1790614  85.212074   -0.23129532]
1.8236727;75.70561;-0.241088;[ 2.3466892  77.483925   -0.23461291]
0.786992;83.77315;-0.23655859;[ 2.2219455  85.390465   -0.23104924]
1.6028736;80.59645;-0.23072897;[ 2.3835378  81.91181    -0.23269841]
1.6149007;76.24791;-0.23944904;[ 2.3923876  77.64443    -0.23434877]
1.407609;80.5248;-0.2267328;[ 2.373948  82.08725   -0.2327232]
1.8788989;78.42443;-0.23284653;[ 2.366775   80.73431    -0.23326543]
1.4868555;81.19249;-0.235881;[ 2.466877   83.00222    -0.23227225]
