prop1;prop2;prop3;allprop
1.1812613;86.537315;-0.24173237;[ 2.6766806  88.604294   -0.25024012]
1.5864273;79.64835;-0.23868875;[ 2.6528652 81.40341   -0.2503332]
2.4764109;79.5091;-0.23255673;[ 2.6495504  80.36296    -0.25033632]
3.9252195;75.20104;-0.26892066;[ 2.6349685 75.96561   -0.2503942]
1.9131227;80.30133;-0.24519013;[ 2.649847  80.46411   -0.2503351]
0.5946082;93.03311;-0.2522223;[ 2.6966612  94.631226   -0.25014898]
4.004648;87.63326;-0.27457845;[ 2.6801078 89.63167   -0.2502174]
1.4096358;86.87942;-0.24214008;[ 2.673718   87.69386    -0.25023824]
1.3408203;86.24734;-0.2405089;[ 2.67419    87.83275    -0.25023863]
3.963826;80.834465;-0.2630049;[ 2.657637   82.83321    -0.25030708]
3.4028785;72.56871;-0.24253258;[ 2.6249301 72.93665   -0.250438 ]
3.8549838;69.21184;-0.26413512;[ 2.6129198  69.303246   -0.25048566]
2.5389204;81.39495;-0.25055417;[ 2.6554263  82.14577    -0.25030243]
2.479382;81.30903;-0.2518752;[ 2.6514103  80.94294    -0.25031963]
2.5788267;72.94782;-0.24748781;[ 2.630517   74.61794    -0.25040874]
2.6090865;79.68819;-0.24680232;[ 2.651619  81.007935  -0.2503266]
2.9542627;76.838615;-0.24172132;[ 2.6413038  77.892365   -0.25036773]
2.8799884;69.738754;-0.24416973;[ 2.6159606 70.2344    -0.2504684]
2.8043852;69.875336;-0.24443619;[ 2.6178148  70.78698    -0.25046083]
2.571535;75.03222;-0.24835895;[ 2.6363342  76.376595   -0.25039184]
2.7394974;78.48463;-0.24663045;[ 2.6485176  80.07089    -0.25034508]
2.785359;85.187096;-0.24718426;[ 2.6699443  86.55706    -0.25026098]
2.605185;77.99642;-0.2466075;[ 2.6465106 79.46988   -0.2503525]
2.4446712;71.27094;-0.24961202;[ 2.6221669  72.11532    -0.25044894]
2.8528504;75.16293;-0.23950608;[ 2.6367702  76.5222     -0.25039157]
3.5704753;76.85537;-0.27124104;[ 2.6431892  78.446365   -0.25035188]
4.3598175;71.95938;-0.29413977;[ 2.627426   73.68399    -0.25041726]
3.8257337;83.75519;-0.271482;[ 2.6641736  84.799614   -0.25026894]
4.7210326;78.8592;-0.29424807;[ 2.6484087 80.03674   -0.2503343]
3.3263993;81.58677;-0.25688705;[ 2.6551251  82.063934   -0.25030434]
4.3598394;75.93715;-0.26851472;[ 2.6387887 77.127914  -0.2503721]
3.708854;77.56981;-0.26882145;[ 2.6424775  78.23489    -0.25035426]
4.5374002;72.39178;-0.29288813;[ 2.62649   73.405334  -0.2504204]
3.2831676;74.45697;-0.25777197;[ 2.6341066 75.70058   -0.250388 ]
4.14398;69.3941;-0.28238022;[ 2.6183393  70.93693    -0.25045338]
4.670366;73.80682;-0.2643308;[ 2.6294155  74.292725   -0.25040936]
3.7056346;74.415764;-0.25122938;[ 2.630824   74.71781    -0.25040245]
1.979753;75.583115;-0.24808441;[ 2.6339762  75.65967    -0.25038785]
3.2758503;70.46513;-0.2715454;[ 2.6180809  70.85664    -0.25045264]
2.4888463;77.232124;-0.24998239;[ 2.6435382 78.55469   -0.2503539]
1.1333215;91.07292;-0.24145758;[ 2.6850667 91.11133   -0.2501899]
1.6107794;90.700264;-0.24364501;[ 2.6838164  90.741394   -0.25019622]
5.8316393;72.596855;-0.23144929;[ 2.6274889 73.704956  -0.2504279]
2.8530436;79.16674;-0.23798095;[ 2.6490686  80.24141    -0.25034192]
2.8048124;79.07385;-0.23804966;[ 2.6481695  79.97636    -0.25034532]
2.7789745;72.52494;-0.23888262;[ 2.6247275  72.878204   -0.25043762]
5.1762753;72.42718;-0.23043357;[ 2.6285615  74.03187    -0.25042328]
2.8922582;72.470726;-0.23901628;[ 2.625814   73.20147    -0.25043377]
2.1177788;77.83391;-0.24398398;[ 2.6411648 77.836     -0.2503781]
0.35014105;97.66735;-0.25269812;[ 2.7129662  99.56268    -0.25009355]
1.5467656;90.87423;-0.24483499;[ 2.6891146  92.35503    -0.25018778]
1.8224375;83.909325;-0.24288817;[ 2.6656723 85.26079   -0.2502802]
2.0928926;77.52259;-0.2428969;[ 2.6417983  78.03003    -0.25037536]
1.9497796;77.26632;-0.2415167;[ 2.6446521  78.886215   -0.25036296]
1.8553345;80.854485;-0.24682593;[ 2.6581411 82.97412   -0.2503108]
2.0346978;78.19085;-0.22358222;[ 2.6469796  79.59755    -0.25035393]
1.4704444;86.98899;-0.24496335;[ 2.6780343  89.00632    -0.25023255]
1.271872;87.532455;-0.23961946;[ 2.6790361  89.3078     -0.25022945]
1.5763712;80.193504;-0.24205375;[ 2.6557055 82.25259   -0.2503206]
1.806551;80.87461;-0.24339855;[ 2.6545448  81.898926   -0.25032645]
2.2433548;77.79569;-0.23154399;[ 2.6441257  78.74634    -0.25036684]
1.7056631;80.79449;-0.24060208;[ 2.6557682 82.26522   -0.2503218]
2.1175992;77.68049;-0.2311974;[ 2.645466   79.14749    -0.25036186]
2.4271202;71.415535;-0.23184714;[ 2.6207836  71.67719    -0.25046045]
1.9517856;80.009315;-0.2461566;[ 2.653305  81.495026  -0.2503192]
1.3475323;86.32845;-0.24196504;[ 2.6755815  88.24794    -0.25023177]
1.641116;86.45579;-0.24847546;[ 2.6756155  88.25247    -0.25023195]
1.6099567;86.543686;-0.2455639;[ 2.67496   88.06731   -0.2502343]
3.9501085;81.200806;-0.2709782;[ 2.6588671  83.206116   -0.25030094]
2.772765;75.17408;-0.249254;[ 2.638845   77.1297     -0.25038126]
3.408748;72.36852;-0.24237257;[ 2.628862   74.1098     -0.25041974]
3.3585749;85.513725;-0.24040149;[ 2.6733031  87.56665    -0.25024474]
3.8026733;82.261925;-0.2640139;[ 2.6615229  84.00954    -0.25029007]
2.7837877;81.66108;-0.25139642;[ 2.6610956  83.86775    -0.25029424]
3.3957748;78.83619;-0.24135554;[ 2.650973   80.80537    -0.25033334]
2.7915435;81.67747;-0.24813578;[ 2.66011    83.585236   -0.25029796]
2.7859294;75.32056;-0.24797863;[ 2.6358643 76.24521   -0.2503937]
2.7064853;74.95505;-0.24633905;[ 2.6376135 76.76808   -0.2503873]
2.731938;68.986435;-0.24792239;[ 2.6119964 69.0169    -0.2504889]
3.988592;73.585;-0.25384474;[ 2.630401   74.58935    -0.25040686]
4.0163;74.91169;-0.25738984;[ 2.633742   75.61047    -0.25038826]
4.8975697;70.449745;-0.2681964;[ 2.6184247 70.97101   -0.2504535]
2.6558552;84.279106;-0.2478776;[ 2.6658547 85.30939   -0.2502638]
3.6534164;77.63232;-0.27686924;[ 2.644034   78.723465   -0.25034726]
2.6426814;77.444435;-0.24915962;[ 2.6425357  78.262695   -0.25035706]
2.5601363;72.88868;-0.24995245;[ 2.6300542  74.47818    -0.25041202]
3.130857;69.94649;-0.24951367;[ 2.6205513  71.60289    -0.25044844]
2.9649525;71.032684;-0.25768444;[ 2.6218646  72.012085   -0.25043803]
3.676132;66.53244;-0.27108958;[ 2.6062288 67.27694   -0.2505045]
2.7259254;79.438995;-0.25054088;[ 2.6518233  81.068436   -0.25032577]
1.5467628;85.55055;-0.23606205;[ 2.673174   87.508255   -0.25024042]
1.9506145;78.92373;-0.22613207;[ 2.649482 80.35581  -0.250328]
1.3548406;80.743065;-0.24292603;[ 2.6561983 82.375854  -0.2502979]
2.3933706;76.0686;-0.2449978;[ 2.6420808  78.10921    -0.25036046]
2.5179584;74.06283;-0.23914415;[ 2.6328516  75.33423    -0.25039983]
1.3213159;81.66668;-0.23545268;[ 2.6620457 84.154396  -0.250286 ]
2.2855291;72.79487;-0.22886409;[ 2.6271238  73.60661    -0.25042814]
2.1794586;73.14254;-0.22534682;[ 2.6307156  74.69236    -0.25041443]
1.3427668;84.345695;-0.2435897;[ 2.6684318  86.07291    -0.25024727]
2.5885859;73.75252;-0.23001274;[ 2.635162   76.03596    -0.25039166]
2.6889877;73.294334;-0.23493248;[ 2.6345294 75.83427   -0.2503893]
2.4824605;73.548904;-0.2365817;[ 2.632494   75.233765   -0.25040188]
4.6078424;66.99421;-0.23631068;[ 2.609883   68.39418    -0.25049308]
1.7200273;97.99204;-0.24838126;[ 2.7059278 97.481064  -0.2500786]
13.683845;72.55072;-0.23085746;[ 2.6172035  70.59438    -0.25046343]
3.292222;80.74116;-0.24694271;[ 2.652385   81.2509     -0.25030982]
3.1527603;80.6986;-0.2475671;[ 2.6507251  80.75752    -0.25031728]
6.253034;74.20218;-0.24467361;[ 2.6266575  73.46915    -0.25041276]
1.963156;83.64313;-0.24601096;[ 2.6613007  83.93414    -0.25028577]
0.6752534;92.07914;-0.24390529;[ 2.6941223  93.86952    -0.25015253]
1.8641882;78.78047;-0.24727634;[ 2.6457522 79.24338   -0.2503458]
1.8389153;82.52245;-0.2344343;[ 2.6604898  83.69513    -0.25028545]
1.6942426;78.55819;-0.24487019;[ 2.6460567 79.33043   -0.2503438]
2.137543;72.446785;-0.2481435;[ 2.6241376  72.69724    -0.25043255]
0.85668147;89.79395;-0.24738047;[ 2.686704   91.61589    -0.25017193]
2.008959;77.05987;-0.24875547;[ 2.641036   77.79895    -0.25035554]
3.5351195;72.85547;-0.27397406;[ 2.624833   72.90416    -0.25042313]
2.3897953;80.061424;-0.25093475;[ 2.652987 81.41419  -0.250312]
2.3875291;73.68598;-0.25246745;[ 2.6297584  74.389114   -0.25040597]
3.41804;83.80323;-0.2549815;[ 2.6591234 83.27701   -0.2502853]
3.1264415;77.07564;-0.2587961;[ 2.6365678 76.454895  -0.2503749]
2.7404985;74.19543;-0.23191723;[ 2.6309786  74.7684     -0.25041023]
2.2767386;77.255;-0.23815215;[ 2.6410615  77.81983    -0.25036785]
2.5782764;79.32877;-0.22112575;[ 2.6472828  79.694885   -0.25034413]
2.7330437;67.51578;-0.23230138;[ 2.6090293  68.11943    -0.25049707]
2.3235123;74.620384;-0.24526264;[ 2.6325014  75.22164    -0.25040856]
2.4789262;74.614174;-0.24499707;[ 2.6336813  75.57457    -0.25040275]
2.3355098;81.299614;-0.24475811;[ 2.6544762  81.87784    -0.25032172]
2.6992214;79.7069;-0.23127292;[ 2.6488876  80.18066    -0.25034216]
2.8647838;86.17376;-0.23141305;[ 2.670156   86.61334    -0.25025773]
2.9185965;79.5149;-0.23288815;[ 2.648983  80.20809   -0.2503415]
2.3273485;74.632835;-0.24682765;[ 2.6339967  75.681      -0.25040284]
2.6484966;84.16073;-0.24216461;[ 2.6663146  85.46784    -0.25027582]
2.6126971;77.56364;-0.24378276;[ 2.6429412  78.399185   -0.25036916]
2.432057;70.74472;-0.24840842;[ 2.6186657 71.05745   -0.2504649]
3.1271925;82.47622;-0.23086587;[ 2.6585188  83.1066     -0.25030544]
3.0018415;75.485954;-0.2342965;[ 2.6340718  75.711914   -0.25040212]
2.3373115;70.61234;-0.24823828;[ 2.6192858  71.24352    -0.25046274]
3.4110012;75.03327;-0.24278443;[ 2.6346025  75.87337    -0.25040016]
3.7644644;71.47122;-0.27081376;[ 2.624044  72.66252   -0.2504341]
2.4476812;76.755196;-0.24867482;[ 2.639341   77.29505    -0.25037155]
3.7607234;71.6127;-0.27390206;[ 2.62342    72.48534    -0.25043762]
2.6266274;70.184074;-0.26859218;[ 2.619781   71.38245    -0.25044656]
3.5391753;80.001724;-0.24152762;[ 2.6529734  81.416      -0.25032064]
3.3557854;79.62147;-0.23935013;[ 2.6503508  80.63094    -0.25033146]
2.5092037;72.038414;-0.25141478;[ 2.6251094  72.9974     -0.25043303]
3.3272817;73.06686;-0.2407758;[ 2.6267653  73.49768    -0.25042546]
3.520717;73.28507;-0.24345899;[ 2.6302733  74.54906    -0.25041184]
3.3295453;72.91838;-0.24052873;[ 2.6275213 73.72603   -0.2504229]
2.4153445;63.63427;-0.27107367;[ 2.5951877  63.946823   -0.25054628]
3.836448;76.61559;-0.2735742;[ 2.6368654 76.5502    -0.2503746]
1.562741;81.37182;-0.24658912;[ 2.6560984  82.36372    -0.25029495]
3.965865;76.68395;-0.27114877;[ 2.6383903  77.01209    -0.25036892]
4.16138;74.15827;-0.25377616;[ 2.627936  73.8432    -0.2504103]
3.8522363;70.0241;-0.27348077;[ 2.6146343  69.81288    -0.25046372]
1.9467337;79.704735;-0.24327478;[ 2.651347  80.9025    -0.2503275]
1.661658;86.44286;-0.24434881;[ 2.6735117  87.609375   -0.25023833]
1.9327383;80.07299;-0.24383116;[ 2.6491873  80.26073    -0.25033602]
3.6092832;75.219215;-0.26935348;[ 2.633191  75.42813   -0.2504014]
3.371489;68.212105;-0.2698765;[ 2.610203  68.472145  -0.2504935]
3.8922396;88.33988;-0.27202314;[ 2.680496   89.73993    -0.25021365]
3.5894303;81.36437;-0.26992333;[ 2.657842  82.88698   -0.2503029]
3.495142;78.973854;-0.2548297;[ 2.65003   80.52341   -0.2503347]
1.7419729;80.00663;-0.24388039;[ 2.6507792 80.75064   -0.2503302]
3.4981036;74.82713;-0.2675735;[ 2.6346815  75.88715    -0.25039592]
2.689554;81.771255;-0.2482695;[ 2.6587398  83.15091    -0.25030267]
2.511449;75.25148;-0.2485411;[ 2.633913   75.6499     -0.25040105]
2.589897;81.636;-0.24493673;[ 2.6598954 83.510216  -0.2502987]
1.8306439;84.16712;-0.24503914;[ 2.6651752  85.10871    -0.25028172]
1.6687841;83.866844;-0.24145027;[ 2.6657808  85.30151    -0.25028035]
1.5841367;90.727554;-0.25162712;[ 2.6890647  92.33067    -0.25018704]
1.5331736;90.92364;-0.24675147;[ 2.6883788  92.136154   -0.25019017]
1.8395535;84.4124;-0.24578047;[ 2.6644309  84.881935   -0.25028583]
1.8912979;83.88818;-0.24599138;[ 2.665069   85.07719    -0.25028166]
1.6914816;83.62132;-0.24081714;[ 2.664893   85.02954    -0.25028375]
1.964463;76.99648;-0.24101686;[ 2.6425154  78.2457     -0.25037375]
1.5165117;83.54962;-0.24000908;[ 2.6675003 85.813484  -0.250274 ]
2.1760707;77.30322;-0.24635598;[ 2.6366706 76.467026  -0.2503866]
1.4230763;90.1966;-0.24190941;[ 2.6847765 91.028595  -0.2501932]
1.7288257;83.63987;-0.24438483;[ 2.6611161  83.8734     -0.25028843]
3.0800352;72.10267;-0.23706615;[ 2.623295   72.440186   -0.25044534]
2.5868917;81.519066;-0.242972;[ 2.656959   82.62097    -0.25031093]
2.77982;78.60567;-0.23957106;[ 2.646      79.32785    -0.25035557]
3.446434;86.182304;-0.23134416;[ 2.6720624 87.19891   -0.2502499]
5.9730854;79.02825;-0.23189802;[ 2.6466646  79.52406    -0.25035316]
2.790244;72.08326;-0.2396522;[ 2.620924   71.742966   -0.25045416]
5.3155384;79.41871;-0.22232594;[ 2.648874   80.17939    -0.25034294]
5.1877985;72.14623;-0.23594399;[ 2.623735   72.587585   -0.25044462]
2.7544866;71.980156;-0.2388342;[ 2.6240003  72.66869    -0.25044242]
1.8715917;84.12763;-0.2492196;[ 2.6631925  84.50075    -0.25029185]
2.172903;77.30213;-0.24614821;[ 2.6378813  76.845184   -0.25039175]
1.8956506;84.052155;-0.24916075;[ 2.66384   84.695175  -0.2502886]
1.5680381;90.70578;-0.25058076;[ 2.6869366 91.69174   -0.2501971]
1.8694708;84.12774;-0.24593948;[ 2.6616347  84.04126    -0.25029603]
1.8928487;83.81007;-0.24632454;[ 2.6602728 83.6342    -0.2503018]
1.8166189;80.76577;-0.24909413;[ 2.6522686  81.207855   -0.25033754]
1.7836118;84.64021;-0.22289255;[ 2.6647518 84.98742   -0.2502862]
0.383667;94.05097;-0.2538609;[ 2.698623   95.242325   -0.25015265]
1.4760311;87.03709;-0.24692045;[ 2.6750786 88.12218   -0.2502447]
1.7606527;80.01408;-0.24637683;[ 2.6506863  80.74975    -0.25034127]
1.8872399;80.450615;-0.24625044;[ 2.650786   80.77547    -0.25034177]
2.3184962;77.39553;-0.23224546;[ 2.6400218 77.518166  -0.250384 ]
1.6013862;80.3732;-0.23969567;[ 2.6536753  81.644226   -0.25032988]
1.6410444;86.5155;-0.25034165;[ 2.672128   87.20328    -0.25024608]
4.0983825;87.91508;-0.27449346;[ 2.67925    89.37335    -0.25022095]
3.9652739;74.444374;-0.2711698;[ 2.6311228  74.813446   -0.25041172]
1.4855914;86.47321;-0.24194145;[ 2.6741576  87.8226     -0.25023857]
3.8877401;74.3536;-0.2678175;[ 2.6332495 75.45578   -0.2504023]
3.9589455;67.96021;-0.27098113;[ 2.6087592 68.03294   -0.2505016]
3.8175654;75.46261;-0.26476565;[ 2.634881   75.95058    -0.25039813]
2.6344123;79.555885;-0.22554757;[ 2.6502151 80.57361   -0.2503372]
2.7201471;81.81404;-0.25129932;[ 2.6558611  82.307846   -0.25031438]
3.4258473;78.909065;-0.24235313;[ 2.6464965  79.467285   -0.25035208]
2.7054687;81.74152;-0.24580614;[ 2.659393   83.367325   -0.25030175]
2.733146;68.70729;-0.24899058;[ 2.6100433 68.426094  -0.2504979]
2.691823;83.79789;-0.2537117;[ 2.6640246  84.76248    -0.25026953]
2.6717021;77.182526;-0.25295064;[ 2.6407614  77.72431    -0.25036225]
3.5209358;72.34343;-0.2780312;[ 2.6243272  72.75888    -0.25043115]
2.5993085;77.17928;-0.250549;[ 2.642039   78.11127    -0.25035802]
3.4158971;65.73189;-0.2778178;[ 2.6017017 65.90189   -0.2505223]
2.6888692;72.55272;-0.252591;[ 2.6260464 73.267395  -0.250428 ]
3.7973762;80.92683;-0.24152334;[ 2.6575563 82.80301   -0.2502993]
2.6760058;72.538;-0.25336868;[ 2.6258342  73.21512    -0.25042817]
3.6679125;75.08065;-0.2720704;[ 2.633558   75.53209    -0.25040215]
1.6455004;86.55355;-0.24655144;[ 2.672442   87.29262    -0.25024343]
1.9348334;80.00567;-0.24600081;[ 2.649805   80.44158    -0.25033432]
3.792475;86.14098;-0.24063334;[ 2.6712658  86.945694   -0.25024897]
0.6134052;93.16267;-0.24821404;[ 2.6952672 94.20903   -0.2501524]
3.6423755;81.69601;-0.2734287;[ 2.6563897 82.45048   -0.2503111]
1.6524136;86.622246;-0.24618046;[ 2.6726131  87.353516   -0.25024256]
3.5690207;78.95745;-0.24979253;[ 2.6455407 79.17722   -0.2503534]
1.7528123;79.858;-0.24643931;[ 2.6489067  80.18384    -0.25033656]
3.979374;83.50321;-0.22889915;[ 2.6608691 83.80087   -0.2502904]
2.0249796;73.326645;-0.24664684;[ 2.6266253  73.42885    -0.25042623]
3.6040227;75.04681;-0.2698633;[ 2.633061  75.387474  -0.2504016]
3.8736608;72.414116;-0.2522472;[ 2.6234777  72.48448    -0.25044253]
2.6352525;81.781044;-0.24616762;[ 2.659169   83.295425   -0.25030228]
2.7031932;75.19729;-0.24807644;[ 2.6345613  75.839584   -0.25040016]
2.6898952;74.88654;-0.25127342;[ 2.6330268  75.39308    -0.25040624]
1.8739679;84.26881;-0.25061062;[ 2.665593   85.230194   -0.25028124]
1.7052975;84.07347;-0.24381238;[ 2.6659648  85.34827    -0.25028074]
1.3484441;91.02251;-0.24361952;[ 2.6908638 92.88255   -0.2501819]
2.1598833;77.75501;-0.24745552;[ 2.6421385  78.1275     -0.25037464]
1.9605675;77.40574;-0.24387155;[ 2.6405382 77.656944  -0.2503805]
1.9858247;77.64976;-0.24157143;[ 2.6438756 78.6592    -0.2503682]
2.3256938;70.98429;-0.24569875;[ 2.6183424 70.92297   -0.2504695]
1.9205413;80.47086;-0.24264716;[ 2.6539354  81.70354    -0.25032824]
1.765605;84.708626;-0.22136283;[ 2.6678755 85.913666  -0.250272 ]
1.7846125;80.81245;-0.23998436;[ 2.6535811  81.59772    -0.25032765]
1.8521137;80.61025;-0.24106885;[ 2.6522596  81.20414    -0.25033507]
2.0336916;74.0303;-0.24186891;[ 2.630322   74.562546   -0.25042096]
0.38857174;94.1881;-0.24972558;[ 2.6991053  95.37489    -0.25014892]
1.4748434;91.38918;-0.22199278;[ 2.69068    92.82327    -0.25018162]
1.5006669;87.47721;-0.24105683;[ 2.6763916 88.5089    -0.2502375]
1.7441294;84.47108;-0.22248471;[ 2.6682022  86.02417    -0.25027052]
2.0482943;83.914734;-0.22945112;[ 2.6664069 85.48498   -0.2502773]
2.0911999;73.40649;-0.23965523;[ 2.6291585  74.233185   -0.25042596]
1.5684538;84.45383;-0.22206722;[ 2.6689942  86.262955   -0.25026825]
1.839898;80.27456;-0.24678883;[ 2.654901   82.00629    -0.25032544]
2.035524;73.97709;-0.23968706;[ 2.6298587 74.42717   -0.2504244]
1.4993435;87.18688;-0.24211287;[ 2.6774595  88.838776   -0.25023443]
1.5489243;87.43348;-0.2446753;[ 2.676149   88.45312    -0.25024167]
2.1104867;73.68727;-0.24243443;[ 2.6295     74.33321    -0.25042763]
2.1987333;67.14802;-0.24343702;[ 2.6068187  67.466034   -0.25051555]
2.0260415;74.50129;-0.24267852;[ 2.6314187  74.891525   -0.25041667]
0.36885548;94.88552;-0.25007287;[ 2.7008498 95.90372   -0.2501426]
1.5804703;87.71783;-0.24778883;[ 2.6793206  89.38725    -0.25022787]
1.7410301;81.19385;-0.24383642;[ 2.6541998  81.79405    -0.25032666]
1.559422;87.80045;-0.24463794;[ 2.6781712  89.04615    -0.25023302]
1.8765458;80.61637;-0.24272989;[ 2.6567876  82.57292    -0.25031683]
2.1417081;77.450874;-0.23226625;[ 2.6460838  79.33609    -0.25035784]
1.4166626;87.8574;-0.24073792;[ 2.6790812  89.31806    -0.25022995]
1.8402479;81.10995;-0.24453555;[ 2.6564689 82.47006   -0.2503189]
1.5711358;80.936195;-0.24219954;[ 2.654645   81.93434    -0.25032508]
1.7243472;80.73246;-0.23943779;[ 2.6576204 82.82201   -0.2503144]
1.8131378;74.34466;-0.24341813;[ 2.6325333 75.23874   -0.2504126]
1.7249792;81.43642;-0.23782475;[ 2.655311   82.11859    -0.25032127]
2.1581526;73.87756;-0.24270426;[ 2.6350865 75.99722   -0.2504027]
4.03582;79.009254;-0.26847377;[ 2.6468775  79.57059    -0.25034633]
3.7947006;75.46536;-0.25733346;[ 2.635054   75.99632    -0.25039226]
4.0200386;85.76211;-0.2700346;[ 2.6694896  86.41842    -0.25025633]
1.7599728;86.95808;-0.23596597;[ 2.6751485  88.12785    -0.25022963]
3.7749705;82.153786;-0.25792563;[ 2.6578174 82.89119   -0.2503018]
3.8762767;79.33912;-0.24599147;[ 2.6472492 79.69576   -0.2503443]
2.0199885;80.09872;-0.23719649;[ 2.651266   80.903366   -0.25032493]
3.5350926;75.193565;-0.2589627;[ 2.634615  75.872635  -0.2503943]
3.546568;71.82553;-0.27001303;[ 2.6206055 71.63895   -0.2504502]
3.90071;79.154655;-0.23993552;[ 2.6471589 79.6691    -0.250345 ]
3.9283288;75.72515;-0.24459554;[ 2.6325798  75.263916   -0.25040355]
3.8957825;69.263145;-0.25214592;[ 2.6098967 68.38996   -0.2504931]
2.0826647;70.145065;-0.24767335;[ 2.6142054 69.68439   -0.2504735]
2.6226811;71.800865;-0.24946599;[ 2.6220112 72.05161   -0.2504484]
2.8377452;85.71375;-0.24619198;[ 2.6711946  86.929184   -0.25025317]
2.6119297;78.46814;-0.2508371;[ 2.6447914  78.953964   -0.25035828]
2.7889628;78.6513;-0.24491589;[ 2.648549   80.082214   -0.25034386]
2.7312453;78.677925;-0.24373417;[ 2.6494288  80.344925   -0.25034076]
2.6423743;68.5355;-0.24196748;[ 2.6151989  69.98562    -0.25047514]
2.6408591;65.02075;-0.25222751;[ 2.5997505  65.31798    -0.25053805]
1.510321;84.13842;-0.24820018;[ 2.665984  85.34246   -0.2502794]
1.5513127;83.75813;-0.24446043;[ 2.6649532  85.044205   -0.25028446]
1.7893738;80.48908;-0.22560282;[ 2.656191   82.395294   -0.25031883]
1.634202;80.53687;-0.22462782;[ 2.6570675  82.656906   -0.25031585]
2.070363;73.77993;-0.2256013;[ 2.634473   75.81464    -0.25040475]
1.84162;77.257286;-0.23682107;[ 2.6429856  78.39417    -0.25037095]
1.5467365;84.42602;-0.2408561;[ 2.6664085 85.48598   -0.2502784]
1.7751946;77.285576;-0.24026534;[ 2.6410625 77.83325   -0.2503771]
1.4036367;84.49226;-0.23811334;[ 2.6673017  85.75311    -0.25027508]
1.8599452;80.501595;-0.22843276;[ 2.654214   81.80148    -0.25032708]
1.6037999;77.20837;-0.23955408;[ 2.6419442  78.09828    -0.25037444]
1.6135049;80.673;-0.22483534;[ 2.6548662  81.99725    -0.25032395]
1.8520858;79.98478;-0.23201358;[ 2.654094   81.741135   -0.25031975]
2.526623;81.89211;-0.24377742;[ 2.657648   82.840775   -0.25030732]
